,contributor_uuid,article_sha256,article_number,question_text,answer_text,start_pos,end_pos
23,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,"General Causation (In general, X causes Y.)",3197,3528
24,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What evidence is given for the primary causal claim? Select all that apply.,No evidence given,0,0
25,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What is the best alternative explanation you can think of that could lead to the same set of evidence?,there is a major health problem!,0,0
26,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",Somewhat less likely,0,0
27,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Is data presented as evidence for a pattern (e.g. A relationship between two variables)?,No,0,0
28,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the author suggest in any way that further evidence might improve our understanding of the topic?,I can't tell,0,0
29,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How difficult was this task for you, on the whole?",5: Middling difficulty,0,0
30,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How confident are you about your answers, on the whole?",7,0,0
31,bd786026-bad5-4fa8-9a3a-38ca03a16412,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,"General Causation (In general, X causes Y.)",3318,3528
32,bd786026-bad5-4fa8-9a3a-38ca03a16412,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What evidence is given for the primary causal claim? Select all that apply.,Experts are cited,3129,3316
33,bd786026-bad5-4fa8-9a3a-38ca03a16412,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What is the best alternative explanation you can think of that could lead to the same set of evidence?,,0,0
34,bd786026-bad5-4fa8-9a3a-38ca03a16412,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",Much less likely,0,0
35,bd786026-bad5-4fa8-9a3a-38ca03a16412,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Is data presented as evidence for a pattern (e.g. A relationship between two variables)?,No,0,0
36,bd786026-bad5-4fa8-9a3a-38ca03a16412,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the author suggest in any way that further evidence might improve our understanding of the topic?,I can't tell,0,0
37,bd786026-bad5-4fa8-9a3a-38ca03a16412,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How difficult was this task for you, on the whole?",6,0,0
38,bd786026-bad5-4fa8-9a3a-38ca03a16412,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How confident are you about your answers, on the whole?",7,0,0
39,e0834165-64cc-41e5-994f-9be97a16ef93,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What type of article is this?,News report,0,0
40,e0834165-64cc-41e5-994f-9be97a16ef93,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What is the article's topic area? (check all that apply),World Events,0,0
41,e0834165-64cc-41e5-994f-9be97a16ef93,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What is the article's topic area? (check all that apply),Health,0,0
42,e0834165-64cc-41e5-994f-9be97a16ef93,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What is the article's topic area? (check all that apply),Science,0,0
43,e0834165-64cc-41e5-994f-9be97a16ef93,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Before carefully reading the article, would you have been inclined to agree or disagree with its point of view?",Somewhat Agree,0,0
44,e0834165-64cc-41e5-994f-9be97a16ef93,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What kind of information does the article include?  (Check all that apply.),Arguments,0,0
45,e0834165-64cc-41e5-994f-9be97a16ef93,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What kind of information does the article include?  (Check all that apply.),Proposed explanation(s),0,0
46,e0834165-64cc-41e5-994f-9be97a16ef93,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What kind of information does the article include?  (Check all that apply.),Scientific study or discovery,0,0
47,e0834165-64cc-41e5-994f-9be97a16ef93,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Given what you know about the world, how *credible* does the article seem to you, overall?",Fairly credible,0,0
48,e0834165-64cc-41e5-994f-9be97a16ef93,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Given what you know about the world, how *biased* does the article seem to you, overall?",Mildly biased,0,0
49,e0834165-64cc-41e5-994f-9be97a16ef93,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What kind of bias is apparent in the article? Check all that apply.,Other,0,0
50,e0834165-64cc-41e5-994f-9be97a16ef93,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,How would you describe the approach of the article? (Check all that apply.),Evaluation/analysis of a recent or ongoing event,0,0
51,e0834165-64cc-41e5-994f-9be97a16ef93,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,How would you describe the approach of the article? (Check all that apply.),Proposed explanation of a phenomenon or event,0,0
52,e0834165-64cc-41e5-994f-9be97a16ef93,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the article’s title/headline match the text?,"Yes, without exaggeration (no clickbait)",0,0
53,e0834165-64cc-41e5-994f-9be97a16ef93,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Does the article exaggerate the importance of a relatively minor event, person, or group?",Not at all,0,0
54,e0834165-64cc-41e5-994f-9be97a16ef93,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,How likely is this article to affect anyone’s behavior or beliefs?,Somewhat Likely,0,0
55,e0834165-64cc-41e5-994f-9be97a16ef93,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Are there claims in the article that seem suspicious or wrong?,No,0,0
56,e0834165-64cc-41e5-994f-9be97a16ef93,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What is/are the problem/s with the suspicious claim/s?,Other,2674,2681
57,e0834165-64cc-41e5-994f-9be97a16ef93,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,You said there was some other reason the claim/s were suspicious. What are they?,fix your schema... I said there were no suspicious claims in Q14,0,0
58,e0834165-64cc-41e5-994f-9be97a16ef93,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How difficult was this task for you, on the whole?",5: Middling difficulty,0,0
59,e0834165-64cc-41e5-994f-9be97a16ef93,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How confident are you about your answers, on the whole?",9,0,0
60,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the passage contain... (check all that apply):,Misleading reasoning,0,0
61,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,Straw Man Argument,6257,6407
62,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,How misleading is the argument?,Somewhat,0,0
63,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How difficult was this task for you, on the whole?",8,0,0
64,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How confident are you about your answers, on the whole?",4,0,0
65,bd786026-bad5-4fa8-9a3a-38ca03a16412,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the passage contain... (check all that apply):,An effective critique of a reasoning error made by someone else,0,0
66,bd786026-bad5-4fa8-9a3a-38ca03a16412,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How difficult was this task for you, on the whole?",5: Middling difficulty,0,0
67,bd786026-bad5-4fa8-9a3a-38ca03a16412,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How confident are you about your answers, on the whole?",8,0,0
68,1119f9ca-0dce-4a9e-b71e-5983833e8bbe,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the passage contain... (check all that apply):,An evaluative judgment (claims about something being good or bad),0,0
69,1119f9ca-0dce-4a9e-b71e-5983833e8bbe,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the passage contain... (check all that apply):,"Estimates of the likelihood/probability or frequency of an event (past, present, or future)",0,0
70,1119f9ca-0dce-4a9e-b71e-5983833e8bbe,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,No misleading reasoning about probability or frequency,0,0
71,1119f9ca-0dce-4a9e-b71e-5983833e8bbe,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,No appeals to biases,0,0
72,1119f9ca-0dce-4a9e-b71e-5983833e8bbe,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How difficult was this task for you, on the whole?",6,0,0
73,1119f9ca-0dce-4a9e-b71e-5983833e8bbe,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How confident are you about your answers, on the whole?",6,0,0
74,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the passage contain... (check all that apply):,An evaluative judgment (claims about something being good or bad),0,0
75,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,No appeals to biases,0,0
76,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How difficult was this task for you, on the whole?",5: Middling difficulty,0,0
77,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How confident are you about your answers, on the whole?",7,0,0
78,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,"General Causation (In general, X causes Y.)",3764,4345
79,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,"General Causation (In general, X causes Y.)",4511,5011
80,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What evidence is given for the primary causal claim? Select all that apply.,A plausible mechanism is proposed,3764,4041
81,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What evidence is given for the primary causal claim? Select all that apply.,An experimental study was conducted (natural experiments OK),4511,5011
82,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What evidence is given for the primary causal claim? Select all that apply.,An experimental study was conducted (natural experiments OK),4043,4345
83,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What evidence is given for the primary causal claim? Select all that apply.,Experts are cited,4407,4509
84,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,How representative is the sample of the population that the claim is made about?,Somewhat representative,0,0
85,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Was there an adequate control? If so, highlight section.",No control,0,0
86,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What is the best alternative explanation you can think of that could lead to the same set of evidence?,"Some of the people that were being studied might have already had health conditions that kept them from socializing, and those that could socialize were not a part of the study.",0,0
87,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",Somewhat less likely,0,0
88,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Is data presented as evidence for a pattern (e.g. A relationship between two variables)?,Yes,4819,5011
89,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Is data presented as evidence for a pattern (e.g. A relationship between two variables)?,Yes,4144,4345
90,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Given the information you have, how likely is it that the apparent pattern is a result of random statistical variation or error (noise)?",Somewhat Unlikely,0,0
91,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Given the information you have, how likely is it that the apparent pattern is a result of some systematic error (a systematic bias in the study that could not be cancelled out by collecting more data)?",Not Sure,0,0
92,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the author suggest in any way that further evidence might improve our understanding of the topic?,"No, not at all",0,0
93,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How difficult was this task for you, on the whole?",5: Middling difficulty,0,0
94,00f548b7-6b63-4b47-828e-8e416b6ca0e2,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How confident are you about your answers, on the whole?",5: 50-50,0,0
95,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,"General Causation (In general, X causes Y.)",3800,3908
96,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What evidence is given for the primary causal claim? Select all that apply.,A plausible mechanism is proposed,3911,4041
97,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What evidence is given for the primary causal claim? Select all that apply.,Experts are cited,4511,5011
98,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What is the best alternative explanation you can think of that could lead to the same set of evidence?,,0,0
99,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",Somewhat less likely,0,0
100,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Is data presented as evidence for a pattern (e.g. A relationship between two variables)?,Yes,4144,4345
101,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Is data presented as evidence for a pattern (e.g. A relationship between two variables)?,Yes,4598,4961
102,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Is data presented as evidence for a pattern (e.g. A relationship between two variables)?,Yes,4965,4972
103,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Is data presented as evidence for a pattern (e.g. A relationship between two variables)?,Yes,4962,4964
104,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Is data presented as evidence for a pattern (e.g. A relationship between two variables)?,Yes,4958,4972
105,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Is data presented as evidence for a pattern (e.g. A relationship between two variables)?,Yes,4973,5011
106,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Given the information you have, how likely is it that the apparent pattern is a result of random statistical variation or error (noise)?",Somewhat Unlikely,0,0
107,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Given the information you have, how likely is it that the apparent pattern is a result of some systematic error (a systematic bias in the study that could not be cancelled out by collecting more data)?",Somewhat Unlikely,0,0
108,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the author suggest in any way that further evidence might improve our understanding of the topic?,I can't tell,0,0
109,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How difficult was this task for you, on the whole?",5: Middling difficulty,0,0
110,95dc40d9-3710-47d7-abf0-24b825a1d0c5,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How confident are you about your answers, on the whole?",8,0,0
111,bd786026-bad5-4fa8-9a3a-38ca03a16412,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,"General Causation (In general, X causes Y.)",3911,4041
112,bd786026-bad5-4fa8-9a3a-38ca03a16412,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What evidence is given for the primary causal claim? Select all that apply.,An experimental study was conducted (natural experiments OK),4043,4345
113,bd786026-bad5-4fa8-9a3a-38ca03a16412,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,How representative is the sample of the population that the claim is made about?,Can't tell; not enough info,0,0
114,bd786026-bad5-4fa8-9a3a-38ca03a16412,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Was there an adequate control? If so, highlight section.",Can't tell; not enough info,0,0
115,bd786026-bad5-4fa8-9a3a-38ca03a16412,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,What is the best alternative explanation you can think of that could lead to the same set of evidence?,"If all Americans also reported similar levels of loneliness, that would make this evidence very weak.",0,0
116,bd786026-bad5-4fa8-9a3a-38ca03a16412,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",Somewhat less likely,0,0
117,bd786026-bad5-4fa8-9a3a-38ca03a16412,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Is data presented as evidence for a pattern (e.g. A relationship between two variables)?,Yes,3764,3908
118,bd786026-bad5-4fa8-9a3a-38ca03a16412,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Given the information you have, how likely is it that the apparent pattern is a result of random statistical variation or error (noise)?",Very Unlikely,0,0
119,bd786026-bad5-4fa8-9a3a-38ca03a16412,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"Given the information you have, how likely is it that the apparent pattern is a result of some systematic error (a systematic bias in the study that could not be cancelled out by collecting more data)?",Somewhat Unlikely,0,0
120,bd786026-bad5-4fa8-9a3a-38ca03a16412,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the author suggest in any way that further evidence might improve our understanding of the topic?,"No, not at all",0,0
121,bd786026-bad5-4fa8-9a3a-38ca03a16412,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How difficult was this task for you, on the whole?",4,0,0
122,bd786026-bad5-4fa8-9a3a-38ca03a16412,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,"How confident are you about your answers, on the whole?",7,0,0
123,e44f5799-6915-45fd-874e-060f6afedcb9,4b537e0ed21179a29ed28da28057d338e67330ae12123ccceba6724f35bd68a4,100059,Does the text make any claims with great confidence? Highlight the relevant part.,No,0,0
