,article_batch_name,article_number,article_filename,article_sha256,article_text_length,tua_group_uuid,tua_group_name,tua_batch_uuid,tua_batch_name,tua_batch_final,source_task_uuid,tua_uuid,namespace,topic_name,case_number,answer_uuid,extra,highlight_count,start_pos,end_pos,target_text
1,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,dc1be857-4eb0-4f8c-b89a-42cb16bda66f,HardTriage2021_03_12,Arguments,3,,{},16,1394,1587,"Today, we are seeing an even more dangerous repetition of this pattern: demonizing Russian President Vladimir Putin, destabilizing the Russian economy and pressing for \u201cregime change\u201d in Moscow"
2,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,dc1be857-4eb0-4f8c-b89a-42cb16bda66f,HardTriage2021_03_12,Arguments,3,,{},16,1589,1767,"Amid the latest propaganda orgy against Putin, virtually no one in the mainstream is exercising any restraint or finding any cautionary lessons from the Iraqi and Libyan examples"
3,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,dc1be857-4eb0-4f8c-b89a-42cb16bda66f,HardTriage2021_03_12,Arguments,3,,{},16,1770,2162,"Yet, with Russia, the risks are orders of magnitude greater than even the cases of Iraq and Libya \u2013 and one might toss in the messy \u201cregime change\u201d projects in Ukraine and Syria. The prospect of political chaos in Moscow \u2013 with extremists battling for power and control of the nuclear codes \u2013 should finally inject some sense of responsibility in the West\u2019s politicians and media, but doesn\u2019t"
4,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,dc1be857-4eb0-4f8c-b89a-42cb16bda66f,HardTriage2021_03_12,Arguments,3,,{},16,2165,2336,"When it comes to Putin and Russia, it\u2019s the same ole hyperbole and falsehood that so disinformed the public regarding the \u201cthreats\u201d from Saddam Hussein and Muammar Gaddafi"
5,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,dc1be857-4eb0-4f8c-b89a-42cb16bda66f,HardTriage2021_03_12,Arguments,3,,{},16,2338,2616,"Just as President George W. Bush deceptively painted Hussein\u2019s supposed WMD as a danger to Americans and Secretary of State Hillary Clinton dishonestly portrayed Gaddafi as \u201cgenocidal,\u201d U.S. officials and pundits are depicting Putin as some cartoonish villain or some new Hitler"
6,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,dc1be857-4eb0-4f8c-b89a-42cb16bda66f,HardTriage2021_03_12,Arguments,3,,{},16,2619,2995,"And, just as The New York Times, Washington Post and other mainstream media outlets amplified the Iraq and Libyan propaganda to the American people \u2013 rather than questioning and challenging it \u2013 these supposedly journalistic entities are performing the same function regarding Russia. The chief difference is that now we\u2019re talking about the potential for nuclear annihilation"
7,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,dc1be857-4eb0-4f8c-b89a-42cb16bda66f,HardTriage2021_03_12,Arguments,3,,{},16,12327,12665,"there has been less accountability in the United States, where there were no comprehensive examinations of the policy failures that led to the wars in Iraq and Libya (although studies were undertaken regarding Bush\u2019s false claims about Iraq\u2019s WMD and the Obama administration\u2019s failure to adequately protect the U.S. consulate in Benghazi"
8,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,dc1be857-4eb0-4f8c-b89a-42cb16bda66f,HardTriage2021_03_12,Arguments,3,,{},16,12669,12968,"There has been even less accountability in the mainstream U.S. news media, where, for instance, The Washington Post\u2019s editorial page editor Fred Hiatt, who repeatedly reported Iraq\u2019s non-existent WMD as flat fact remains in the same job today pushing similar over-the-top propaganda regarding Russia"
9,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,dc1be857-4eb0-4f8c-b89a-42cb16bda66f,HardTriage2021_03_12,Arguments,3,,{},16,12987,13196,"As with the fiascos in Iraq and Libya, U.S. policymakers continue to ignore or sideline American intelligence analysts who possess information that would cast doubt on the escalation of hostilities with Russia"
10,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,dc1be857-4eb0-4f8c-b89a-42cb16bda66f,HardTriage2021_03_12,Arguments,3,,{},16,13199,13596,"Even as the Obama administration has charted this new Cold War with Russia over the past two years \u2013 a prospect that could cost U.S. taxpayers trillions of dollars and carries the risk of thermonuclear war \u2013 there has been no National Intelligence Estimate getting a consensus judgment from America\u2019s 16 intelligence agencies about how real the Russian threat is, according to intelligence sources"
11,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,dc1be857-4eb0-4f8c-b89a-42cb16bda66f,HardTriage2021_03_12,Arguments,3,,{},16,15293,15567,"Also, in the wake of the two British government reports undermining the propaganda that was used to justify \u201cregime change\u201d in Iraq and Libya, the blow to Western \u201ccredibility\u201d if there were similar admissions about falsehoods regarding Syria and Russia could be devastating"
12,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,dc1be857-4eb0-4f8c-b89a-42cb16bda66f,HardTriage2021_03_12,Arguments,3,,{},16,14528,14869,"U.S. intelligence analysts also might have had to include their assessments regarding whether Syrian rebels \u2013 not Assad\u2019s military \u2013 deployed sarin gas outside Damascus on Aug. 21, 2013, and whether an element of the Ukrainian military \u2013 not ethnic Russian rebels \u2013 shot down Malaysia Airlines Flight 17 over eastern Ukraine on July 17, 2014"
13,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,dc1be857-4eb0-4f8c-b89a-42cb16bda66f,HardTriage2021_03_12,Arguments,3,,{},16,14872,15290,"Those two propaganda themes blaming Syria and Russia, respectively, were promoted heavily by mainstream Western media and various Internet-based information warriors. The two themes have been central to the Western-backed \u201cregime change\u201d project in Syria and to the new Cold War with Russia. If U.S. intelligence analysts knocked down those themes in an NIE, valuable propaganda assets would be exposed and discredited"
14,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,dc1be857-4eb0-4f8c-b89a-42cb16bda66f,HardTriage2021_03_12,Arguments,3,,{},16,13599,14173,"One source said a key reason why an NIE had not been done was that U.S. policymakers wanted a more alarmist report than the intelligence analysts were willing to produce. \u201cThey call [the alarm about Russia] political, not factual,\u201d the source said. \u201cThey weren\u2019t going to do one, period. They can\u2019t lie.\u201d\n\nThe source added that the analysts would have to acknowledge how helpful Putin has been in a number of sensitive and strategic areas, such as securing Syria\u2019s agreement to surrender its chemical weapons and convincing Iran to accept tight limits on its nuclear program"
15,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,dc1be857-4eb0-4f8c-b89a-42cb16bda66f,HardTriage2021_03_12,Arguments,3,,{},16,14177,14524,"Israel has nuclear weapons and a crazy leader,\u201d the source said about Israeli Prime Minister Benjamin Netanyahu. \u201cIf not for Putin, the guy may have used it [a nuclear bomb] in Iran. He [Putin] calmed things down in Syria. They [CIA analysts] aren\u2019t that stupid. To tell the truth, you have to say he [Putin] saved the Middle East a lot of trouble"
0,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,7b32c7dc-dcff-4c3e-a199-01051c1ac0e4,7e995d98-7cae-41d3-851b-ee70a846ea1a,EasyTriage2021_02_18_v4,Language,1,,{},2,405,411,fiasco
1,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,6bd8f54b-989d-413b-bf94-915a10bf2eeb,Schmidt_EasyTriagev5.IAA,c30390c9-3b05-4f23-84b4-16b3eec019e5,Copied from  241 (Elaine B. Kliner) at 2021-04-07T152457,True,7b32c7dc-dcff-4c3e-a199-01051c1ac0e4,7e995d98-7cae-41d3-851b-ee70a846ea1a,EasyTriage2021_02_18_v4,Language,1,,{},2,1605,1620,propaganda orgy
0,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,626d86da-1a0d-41d6-bb64-24fc1a244b11,HardTriage2021_03_12,Arguments,2,,{},20,197,262,U.K. inquiry found similar misconduct in the 2011 attack on Libya
1,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,626d86da-1a0d-41d6-bb64-24fc1a244b11,HardTriage2021_03_12,Arguments,2,,{},20,357,987,"A British parliamentary inquiry into the Libyan fiasco has reported what should have been apparent from the start in 2011 \u2013 and was to some of us \u2013 that the West\u2019s military intervention to \u201cprotect\u201d civilians in Benghazi was a cover for what became another disastrous \u201cregime change\u201d operation.\n\nThe report from the U.K.\u2019s Foreign Affairs Committee confirms that the U.S. and other Western governments exaggerated the human rights threat posed by Libyan leader Muammar Gaddafi and then quickly morphed the \u201chumanitarian\u201d mission into a military invasion that overthrew and killed Gaddafi, leaving behind political and social chaos"
2,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,626d86da-1a0d-41d6-bb64-24fc1a244b11,HardTriage2021_03_12,Arguments,2,,{},20,3069,3392,"According to the new U.K. report on Libya, Britain\u2019s military intervention \u2013 alongside the U.S. and France \u2013 was based on \u201cerroneous assumptions and an incomplete understanding\u201d of the reality inside Libya, which included a lack of appreciation about the role of Islamic extremists in spearheading the opposition to Gaddafi"
3,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,626d86da-1a0d-41d6-bb64-24fc1a244b11,HardTriage2021_03_12,Arguments,2,,{},20,3395,3791,"In other words, Gaddafi was telling the truth when he accused the rebels around Benghazi of being penetrated by Islamic terrorists. The West, including the U.S. news media, took Gaddafi\u2019s vow to wipe out this element and distorted it into a claim that he intended to slaughter the region\u2019s civilians, thus stampeding the United Nations Security Council into approving an operation to protect them"
4,ESTF_Articles/2021-03-10/GettingFooledOnIraqLibya.txt.txt,530712117,GettingFooledOnIraqLibya.txt.txt,6d18bf2107626a05465ea8ae8573bf2952e1d2d62ff486ba9d304f8f09e8cf7e,15874,dc48478a-2e06-49b2-bb53-263878f4386b,ESTF_HardTriage.IAA,4ae52b09-c43d-4b94-9e53-3371020884c3,Copied from  241 (Elaine B. Kliner) at 2021-04-30T163032,True,a75ac51e-06ac-4d43-a169-15d9a5999580,626d86da-1a0d-41d6-bb64-24fc1a244b11,HardTriage2021_03_12,Arguments,2,,{},20,3794,3990,"That mandate was then twisted into an excuse to decimate Libya\u2019s army and clear the way for anti-Gaddafi rebels to seize the capital of Tripoli and eventually hunt down, torture and murder Gaddafi"
