highlight_task_uuid,task_url,tua_uuid,article_batch_name,article_number,article_filename,article_sha256,article_text_length,destination,task_redundancy,taskrun_count,ah_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,hg_tua_uuid,namespace,topic_name,case_number,highlight_count,submitted_tua
ec2f8acd-f57b-4033-94ba-7d454a30c1ec,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2740,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,18,cefd4f95-8dd4-4e25-8571-c1b8a3a82c06,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-17 23:13:47.105956,2020-03-18 00:09:05.013510,3317.907554,036d7747-20c9-4973-9153-67541cd5c18b,Semantics2020_03,Reasoning,1,1,"[{""start"": 373, ""case_number"": 1, ""end"": 527, ""text"": ""The report was written in September 2005 and was voiced by the Frenchman Alexander Adler in his book \u201cThe New CIA Report on What the World Will Be in 2020""}]"
ec2f8acd-f57b-4033-94ba-7d454a30c1ec,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2740,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,18,cefd4f95-8dd4-4e25-8571-c1b8a3a82c06,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-17 23:13:47.105956,2020-03-18 00:09:05.013510,3317.907554,4c856230-bfe7-4515-ba1a-e41a1527fe89,Semantics2020_03,Reasoning,2,1,"[{""start"": 2440, ""case_number"": 2, ""end"": 2632, ""text"": ""In the worst case, according to a CIA report, \"" from ten to several hundred million Westerners will become infected with this disease , and the number of deaths will amount to tens of millions""}]"
ec2f8acd-f57b-4033-94ba-7d454a30c1ec,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2740,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,18,cefd4f95-8dd4-4e25-8571-c1b8a3a82c06,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-17 23:13:47.105956,2020-03-18 00:09:05.013510,3317.907554,505a97c3-57f9-4944-82de-fdfa97b39687,Semantics2020_03,Reasoning,3,2,"[{""start"": 3294, ""case_number"": 3, ""end"": 3608, ""text"": ""In the scientific journal Nature Medicine for 2015, they found an article stating that American scientists artificially created a hybrid version of coronavirus in different animals, for example, bats. It is further described that back in 2013 they were studying the possibility of transmitting this virus to humans""}, {""start"": 3612, ""case_number"": 3, ""end"": 3811, ""text"": ""On Monday, the United States reported that they created an experimental coronavirus vaccine and began testing it. It is natural to assume who will be the beneficiary of the huge profits from its sale""}]"
ec2f8acd-f57b-4033-94ba-7d454a30c1ec,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2740,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,18,cefd4f95-8dd4-4e25-8571-c1b8a3a82c06,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-17 23:13:47.105956,2020-03-18 00:09:05.013510,3317.907554,92e7cbbf-794e-4fdb-b5e4-938148181630,Semantics2020_03,Probability,1,2,"[{""start"": 1326, ""case_number"": 1, ""end"": 1343, ""text"": ""likely candidates""}, {""start"": 1565, ""case_number"": 1, ""end"": 1600, ""text"": ""No one will be ready for a pandemic""}]"
ec2f8acd-f57b-4033-94ba-7d454a30c1ec,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2740,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,18,cefd4f95-8dd4-4e25-8571-c1b8a3a82c06,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-17 23:13:47.105956,2020-03-18 00:09:05.013510,3317.907554,1deadaf9-d962-4021-94cd-936c3dbc35a2,Semantics2020_03,Probability,2,1,"[{""start"": 1646, ""case_number"": 2, ""end"": 1654, ""text"": ""probably""}]"
ec2f8acd-f57b-4033-94ba-7d454a30c1ec,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2740,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,18,cefd4f95-8dd4-4e25-8571-c1b8a3a82c06,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-17 23:13:47.105956,2020-03-18 00:09:05.013510,3317.907554,8bdd22d5-0e5d-4065-9da2-feecd257d10b,Semantics2020_03,Probability,3,9,"[{""start"": 1701, ""case_number"": 3, ""end"": 1708, ""text"": ""it will""}, {""start"": 1762, ""case_number"": 3, ""end"": 1777, ""text"": ""will need weeks""}, {""start"": 2013, ""case_number"": 3, ""end"": 2022, ""text"": ""can carry""}, {""start"": 2054, ""case_number"": 3, ""end"": 2067, ""text"": ""There will be""}, {""start"": 2096, ""case_number"": 3, ""end"": 2117, ""text"": ""new cases will appear""}, {""start"": 2580, ""case_number"": 3, ""end"": 2612, ""text"": ""the number of deaths will amount""}, {""start"": 2662, ""case_number"": 3, ""end"": 2689, ""text"": ""there will be a degradation""}, {""start"": 2715, ""case_number"": 3, ""end"": 2744, ""text"": ""there will be economic losses""}, {""start"": 2799, ""case_number"": 3, ""end"": 2814, ""text"": ""will go through""}]"
ec2f8acd-f57b-4033-94ba-7d454a30c1ec,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2740,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,18,cefd4f95-8dd4-4e25-8571-c1b8a3a82c06,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-17 23:13:47.105956,2020-03-18 00:09:05.013510,3317.907554,483e3fc8-7af9-4684-ad15-dbe3c2a3d5dd,Semantics2020_03,Probability,4,2,"[{""start"": 1850, ""case_number"": 4, ""end"": 1863, ""text"": ""could develop""}, {""start"": 2493, ""case_number"": 4, ""end"": 2573, ""text"": ""ten to several hundred million Westerners will become infected with this disease""}]"
ec2f8acd-f57b-4033-94ba-7d454a30c1ec,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2740,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,18,cefd4f95-8dd4-4e25-8571-c1b8a3a82c06,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-17 23:13:47.105956,2020-03-18 00:09:05.013510,3317.907554,6a8eb988-2542-4f43-b2a7-e87cfafc0c30,Semantics2020_03,Probability,5,1,"[{""start"": 2765, ""case_number"": 5, ""end"": 2780, ""text"": ""about one third""}]"
ec2f8acd-f57b-4033-94ba-7d454a30c1ec,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2740,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,18,a8ccf34e-5c51-4907-8ce2-12303f01f69a,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-17 23:39:26.130909,2020-03-18 00:09:17.412675,1791.281766,51c22530-dace-458b-a69c-17e560287d79,Semantics2020_03,Language,1,6,"[{""start"": 1058, ""case_number"": 1, ""end"": 1060, ""text"": "" .""}, {""start"": 1512, ""case_number"": 1, ""end"": 1515, ""text"": "", \""""}, {""start"": 2573, ""case_number"": 1, ""end"": 2576, ""text"": "" , ""}, {""start"": 2486, ""case_number"": 1, ""end"": 2488, ""text"": ""\"" ""}, {""start"": 259, ""case_number"": 1, ""end"": 261, ""text"": ""\u201d.""}, {""start"": 527, ""case_number"": 1, ""end"": 530, ""text"": ""\u201d .""}]"
ec2f8acd-f57b-4033-94ba-7d454a30c1ec,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2740,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,18,a8ccf34e-5c51-4907-8ce2-12303f01f69a,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-17 23:39:26.130909,2020-03-18 00:09:17.412675,1791.281766,06ffc940-06ca-43f1-a382-4d722fa3d462,Semantics2020_03,Language,2,2,"[{""start"": 341, ""case_number"": 2, ""end"": 348, ""text"": ""COVID19""}, {""start"": 871, ""case_number"": 2, ""end"": 879, ""text"": ""COVID-19""}]"
ec2f8acd-f57b-4033-94ba-7d454a30c1ec,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2740,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,18,a8ccf34e-5c51-4907-8ce2-12303f01f69a,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-17 23:39:26.130909,2020-03-18 00:09:17.412675,1791.281766,8d47ea77-d4a5-4ea0-8e91-8d80cfeb5ceb,Semantics2020_03,Language,3,1,"[{""start"": 414, ""case_number"": 3, ""end"": 473, ""text"": ""and was voiced by the Frenchman Alexander Adler in his book""}]"
ec2f8acd-f57b-4033-94ba-7d454a30c1ec,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2740,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,18,a8ccf34e-5c51-4907-8ce2-12303f01f69a,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-17 23:39:26.130909,2020-03-18 00:09:17.412675,1791.281766,84ddedb8-979c-4e49-a35b-15fdc369ff9e,Semantics2020_03,Language,4,1,"[{""start"": 739, ""case_number"": 4, ""end"": 756, ""text"": ""surprisingly true""}]"
ec2f8acd-f57b-4033-94ba-7d454a30c1ec,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2740,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,18,a8ccf34e-5c51-4907-8ce2-12303f01f69a,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-17 23:39:26.130909,2020-03-18 00:09:17.412675,1791.281766,a6421929-c42d-4602-827e-0e170c7136ce,Semantics2020_03,Language,5,1,"[{""start"": 1565, ""case_number"": 5, ""end"": 1600, ""text"": ""No one will be ready for a pandemic""}]"
ec2f8acd-f57b-4033-94ba-7d454a30c1ec,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2740,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,18,a8ccf34e-5c51-4907-8ce2-12303f01f69a,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-17 23:39:26.130909,2020-03-18 00:09:17.412675,1791.281766,383e1e90-4bae-4c28-b408-ad8159b41c09,Semantics2020_03,Reasoning,1,1,"[{""start"": 2440, ""case_number"": 1, ""end"": 2632, ""text"": ""In the worst case, according to a CIA report, \"" from ten to several hundred million Westerners will become infected with this disease , and the number of deaths will amount to tens of millions""}]"
ec2f8acd-f57b-4033-94ba-7d454a30c1ec,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2740,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,18,a8ccf34e-5c51-4907-8ce2-12303f01f69a,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-17 23:39:26.130909,2020-03-18 00:09:17.412675,1791.281766,d36c385f-3cd5-4e58-8018-e7ec3869e519,Semantics2020_03,Reasoning,2,2,"[{""start"": 3294, ""case_number"": 2, ""end"": 3608, ""text"": ""In the scientific journal Nature Medicine for 2015, they found an article stating that American scientists artificially created a hybrid version of coronavirus in different animals, for example, bats. It is further described that back in 2013 they were studying the possibility of transmitting this virus to humans""}, {""start"": 3612, ""case_number"": 2, ""end"": 3811, ""text"": ""On Monday, the United States reported that they created an experimental coronavirus vaccine and began testing it. It is natural to assume who will be the beneficiary of the huge profits from its sale""}]"
ec2f8acd-f57b-4033-94ba-7d454a30c1ec,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2740,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,18,a8ccf34e-5c51-4907-8ce2-12303f01f69a,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-17 23:39:26.130909,2020-03-18 00:09:17.412675,1791.281766,481a0a2a-5f41-4df3-9dab-437e91f4cd5e,Semantics2020_03,Probability,1,1,"[{""start"": 1326, ""case_number"": 1, ""end"": 1343, ""text"": ""likely candidates""}]"
ec2f8acd-f57b-4033-94ba-7d454a30c1ec,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2740,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,18,a8ccf34e-5c51-4907-8ce2-12303f01f69a,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-17 23:39:26.130909,2020-03-18 00:09:17.412675,1791.281766,dc56c3f0-4008-4e37-a9bc-5feac0acca48,Semantics2020_03,Probability,2,1,"[{""start"": 1565, ""case_number"": 2, ""end"": 1600, ""text"": ""No one will be ready for a pandemic""}]"
ec2f8acd-f57b-4033-94ba-7d454a30c1ec,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2740,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,18,a8ccf34e-5c51-4907-8ce2-12303f01f69a,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-17 23:39:26.130909,2020-03-18 00:09:17.412675,1791.281766,2052e775-c4b0-4602-96d9-6b3e5cd202d0,Semantics2020_03,Probability,3,1,"[{""start"": 1646, ""case_number"": 3, ""end"": 1654, ""text"": ""probably""}]"
ec2f8acd-f57b-4033-94ba-7d454a30c1ec,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2740,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,18,a8ccf34e-5c51-4907-8ce2-12303f01f69a,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-17 23:39:26.130909,2020-03-18 00:09:17.412675,1791.281766,007cd066-78a6-4f90-a17d-8f54de9213d1,Semantics2020_03,Probability,4,1,"[{""start"": 1701, ""case_number"": 4, ""end"": 1708, ""text"": ""it will""}]"
ec2f8acd-f57b-4033-94ba-7d454a30c1ec,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2740,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,18,a8ccf34e-5c51-4907-8ce2-12303f01f69a,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-17 23:39:26.130909,2020-03-18 00:09:17.412675,1791.281766,9031ed39-4657-4e31-b045-0ec7d7e83949,Semantics2020_03,Probability,5,1,"[{""start"": 1762, ""case_number"": 5, ""end"": 1777, ""text"": ""will need weeks""}]"
ec2f8acd-f57b-4033-94ba-7d454a30c1ec,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2740,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,18,a8ccf34e-5c51-4907-8ce2-12303f01f69a,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-17 23:39:26.130909,2020-03-18 00:09:17.412675,1791.281766,0383e59d-4de7-4585-9f57-0673a12eb04c,Semantics2020_03,Probability,6,1,"[{""start"": 1844, ""case_number"": 6, ""end"": 1855, ""text"": ""which could""}]"
ec2f8acd-f57b-4033-94ba-7d454a30c1ec,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2740,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,18,a8ccf34e-5c51-4907-8ce2-12303f01f69a,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-17 23:39:26.130909,2020-03-18 00:09:17.412675,1791.281766,c2d96298-55ea-40d0-bc7e-7970c43b50c7,Semantics2020_03,Probability,7,3,"[{""start"": 2013, ""case_number"": 7, ""end"": 2022, ""text"": ""can carry""}, {""start"": 2060, ""case_number"": 7, ""end"": 2067, ""text"": ""will be""}, {""start"": 2106, ""case_number"": 7, ""end"": 2117, ""text"": ""will appear""}]"
ec2f8acd-f57b-4033-94ba-7d454a30c1ec,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2740,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,18,a8ccf34e-5c51-4907-8ce2-12303f01f69a,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-17 23:39:26.130909,2020-03-18 00:09:17.412675,1791.281766,583d780e-3d73-4b71-af57-de9b05a6d741,Semantics2020_03,Probability,8,1,"[{""start"": 2488, ""case_number"": 8, ""end"": 2632, ""text"": ""from ten to several hundred million Westerners will become infected with this disease , and the number of deaths will amount to tens of millions""}]"
ec2f8acd-f57b-4033-94ba-7d454a30c1ec,https://pe.goodlylabs.org/project/Covid_Semantics1.0/task/2740,,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,PYBOSSA,11,18,a8ccf34e-5c51-4907-8ce2-12303f01f69a,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-17 23:39:26.130909,2020-03-18 00:09:17.412675,1791.281766,81cab3ef-a1e0-468b-9b15-e0c8366eb06f,Semantics2020_03,Probability,9,3,"[{""start"": 2662, ""case_number"": 9, ""end"": 2713, ""text"": ""there will be a degradation of vital infrastructure""}, {""start"": 2715, ""case_number"": 9, ""end"": 2744, ""text"": ""there will be economic losses""}, {""start"": 2765, ""case_number"": 9, ""end"": 2826, ""text"": ""about one third of the population will go through the disease""}]"
